transaction_id,user_id,device_id,txn_ts,amount,merchant_category
8432,4730,5148,2025-06-12 17:48:35.737309,380.86,electronics
8433,1754,337,2025-05-04 04:02:35.145342,491.05,food_delivery
8434,4801,1950,2025-03-26 23:39:53.186562,261.3,entertainment
8435,653,3554,2025-02-06 07:36:31.511015,589.74,wallet_topup
8436,169,2889,2025-08-18 01:50:47.193146,365.82,bill_payment
8437,1098,2947,2025-02-19 11:40:11.461757,375.83,electronics
8438,1816,5665,2025-06-15 16:24:52.087998,651.57,electronics
8439,732,67,2025-08-07 15:31:18.143792,339.39,entertainment
8440,4417,983,2025-04-19 20:56:55.061418,429.37,electronics
8441,3156,4089,2025-04-20 18:41:54.602729,145.27,groceries
8442,2514,5067,2025-01-10 14:52:32.261769,396.45,food_delivery
8443,1632,573,2025-03-08 00:40:28.035284,324.01,food_delivery
8444,1426,3145,2025-07-15 13:18:24.852199,177.67,entertainment
8445,4334,1913,2025-08-04 01:33:56.482792,190.28,food_delivery
8446,1641,3147,2025-03-14 08:15:12.998048,281.7,wallet_topup
8447,409,4947,2025-02-18 01:55:07.691415,69.18,ride_hailing
8448,860,2914,2025-02-15 21:34:49.046425,260.82,electronics
8449,2956,3596,2025-03-12 12:44:10.971007,93.85,ride_hailing
8450,1576,1105,2025-01-01 18:40:16.167436,337.35,ride_hailing
8451,4540,5390,2025-04-30 05:00:32.084198,697.29,food_delivery
8452,2685,2592,2025-05-31 22:04:05.022564,425.0,entertainment
8453,509,3083,2025-06-26 11:29:29.344630,608.52,ride_hailing
8454,2979,5559,2025-05-21 13:37:49.648554,85.27,ride_hailing
8455,4785,832,2025-05-27 02:25:50.750449,270.73,bill_payment
8456,2876,3573,2025-01-03 03:14:59.933087,150.4,groceries
8457,1657,1500,2025-06-03 19:24:38.190413,446.26,groceries
8458,808,2130,2025-03-21 16:07:22.738062,102.33,bill_payment
8459,2992,6526,2025-03-05 02:29:40.888503,200.22,entertainment
8460,2220,7796,2025-02-23 06:10:09.447327,143.32,electronics
8461,1571,1442,2025-01-13 23:43:11.549801,333.83,bill_payment
8462,1455,1246,2025-01-01 17:33:23.981219,164.64,groceries
8463,2583,4462,2025-02-18 15:07:52.570507,170.47,groceries
8464,2026,2523,2025-02-05 08:36:41.319148,198.12,electronics
8465,2471,1419,2025-04-24 07:25:58.502169,269.67,ride_hailing
8466,661,4130,2025-01-31 20:25:06.416814,214.09,electronics
8467,4973,3446,2025-03-07 10:01:04.288850,223.23,ride_hailing
8468,3416,5124,2025-01-05 19:18:14.295751,213.17,food_delivery
8469,859,8085,2025-03-21 20:10:00.212737,657.18,wallet_topup
8470,3833,7869,2025-05-23 03:32:25.621825,516.71,food_delivery
8471,930,4063,2025-05-24 06:36:20.365132,286.43,groceries
8472,1186,2194,2025-06-06 21:21:33.773840,705.03,bill_payment
8473,3032,2902,2025-05-13 16:05:35.286772,364.87,ride_hailing
8474,1628,5500,2025-06-12 06:15:37.285298,1389.16,bill_payment
8475,2722,1251,2025-03-16 14:01:05.890910,796.32,ride_hailing
8476,1243,2413,2025-01-23 14:52:04.208626,334.99,bill_payment
8477,3988,6214,2025-07-08 21:32:04.759233,211.11,wallet_topup
8478,3232,4825,2025-02-02 19:19:49.208173,346.13,groceries
8479,4573,461,2025-07-16 00:47:35.175648,223.8,ride_hailing
8480,3514,6372,2025-04-08 18:13:22.987444,41.04,wallet_topup
8481,2025,2530,2025-02-14 10:27:16.794646,180.08,ride_hailing
8482,4440,5698,2025-05-13 06:57:15.021539,168.94,food_delivery
8483,2025,4911,2025-03-01 00:57:02.266383,321.71,electronics
8484,3516,2898,2025-06-26 00:08:38.128936,166.86,ride_hailing
8485,4094,1835,2025-05-22 04:01:32.067017,114.3,wallet_topup
8486,1495,4741,2025-07-14 21:50:38.537038,499.97,ride_hailing
8487,2565,2653,2025-03-21 15:56:59.283220,143.52,bill_payment
8488,2396,2274,2025-05-15 07:22:04.677290,539.38,ride_hailing
8489,4491,6880,2025-03-06 19:49:50.351854,342.67,ride_hailing
8490,3332,4267,2025-01-03 16:09:48.846497,239.96,groceries
8491,853,4489,2025-04-23 21:45:15.638397,181.06,entertainment
8492,244,7916,2025-06-16 07:52:35.272017,112.58,wallet_topup
8493,2646,2398,2025-08-08 19:50:05.705096,329.42,ride_hailing
8494,1386,1908,2025-04-18 03:09:48.119408,296.38,groceries
8495,164,5293,2025-04-05 17:55:01.049659,240.31,bill_payment
8496,4548,1677,2025-03-30 12:00:50.071930,319.34,food_delivery
8497,3927,1604,2025-08-16 13:08:08.664755,316.93,food_delivery
8498,1078,5688,2025-05-02 14:22:34.805238,509.33,entertainment
8499,4739,3383,2025-07-31 23:27:39.716210,559.95,wallet_topup
8500,1078,385,2025-05-30 12:39:46.451969,234.01,wallet_topup
8501,4432,1469,2025-07-22 03:58:03.091487,382.21,ride_hailing
8502,2852,2790,2025-04-04 14:59:40.505060,85.18,wallet_topup
8503,4241,806,2025-03-09 15:56:52.405773,270.72,ride_hailing
8504,4862,549,2025-08-27 07:59:05.979815,532.3,bill_payment
8505,519,2761,2025-01-28 01:43:59.541504,175.42,bill_payment
8506,2838,1681,2025-05-23 16:39:38.942253,217.09,ride_hailing
8507,3787,6,2025-01-22 04:25:40.727939,585.79,bill_payment
8508,4682,1452,2025-07-29 09:16:31.082605,269.48,ride_hailing
8509,3809,818,2025-04-01 06:29:50.959635,111.63,entertainment
8510,1885,7191,2025-01-16 19:00:29.629812,227.84,entertainment
8511,2056,2087,2025-07-02 04:18:47.461347,373.34,food_delivery
8512,4371,4797,2025-04-02 19:37:31.095382,612.35,electronics
8513,1207,7293,2025-08-03 19:22:44.833669,422.16,groceries
8514,2534,271,2025-04-03 20:26:06.578098,197.6,ride_hailing
8515,2492,5153,2025-01-08 21:04:03.841797,202.85,ride_hailing
8516,3725,3863,2025-06-10 22:42:05.145570,392.38,food_delivery
8517,3844,1910,2025-01-18 19:08:55.448041,901.51,bill_payment
8518,4726,7735,2025-05-31 00:16:37.518148,232.88,electronics
8519,3379,2673,2025-05-20 08:11:50.480238,545.39,ride_hailing
8520,1313,5982,2025-04-07 14:20:08.768503,144.72,wallet_topup
8521,2370,6463,2025-02-25 20:12:27.047604,377.1,groceries
8522,2275,1511,2025-08-17 20:26:17.553394,446.55,groceries
8523,4326,7927,2025-04-29 21:05:19.281417,228.47,bill_payment
8524,4780,7192,2025-05-12 21:38:29.822014,436.25,wallet_topup
8525,2622,2,2025-06-24 06:18:23.721600,291.37,groceries
8526,1919,697,2025-03-12 22:57:49.360772,100.38,ride_hailing
8527,1633,7802,2025-02-17 21:17:48.545666,378.27,food_delivery
8528,2379,2211,2025-06-10 19:24:52.537438,203.52,wallet_topup
8529,4809,7898,2025-02-11 23:25:18.094069,184.57,groceries
8530,110,168,2025-04-16 00:12:31.775369,50.9,groceries
8531,2898,6655,2025-07-10 03:01:33.304151,391.96,groceries
8532,3680,7495,2025-01-24 10:31:39.657650,801.12,food_delivery
8533,4551,6470,2025-05-11 15:39:55.133531,687.69,electronics
8534,950,6985,2025-01-03 09:59:28.153415,708.96,wallet_topup
8535,1794,206,2025-02-19 23:06:36.166889,640.01,groceries
8536,4031,4792,2025-08-06 21:09:49.242167,238.29,ride_hailing
8537,930,3521,2025-07-14 13:56:44.477916,68.1,bill_payment
8538,601,2964,2025-03-08 09:29:47.069743,500.07,groceries
8539,3895,2659,2025-07-04 17:10:35.357485,117.62,food_delivery
8540,4567,2383,2025-02-17 07:41:12.773602,147.16,electronics
8541,2812,2277,2025-07-30 22:57:00.167482,449.49,wallet_topup
8542,3037,5101,2025-02-07 04:04:50.722745,852.44,ride_hailing
8543,1911,6457,2025-03-24 07:55:38.221501,252.12,groceries
8544,2706,2052,2025-03-09 15:41:51.527057,388.5,bill_payment
8545,2615,3168,2025-04-13 05:35:34.908957,426.66,ride_hailing
8546,754,337,2025-06-29 19:51:22.831158,544.83,electronics
8547,1449,6954,2025-07-29 11:40:41.909108,204.83,electronics
8548,270,6730,2025-05-21 20:45:57.077080,495.7,entertainment
8549,3859,7784,2025-02-07 07:51:47.161919,300.02,wallet_topup
8550,4307,5116,2025-08-19 00:45:17.094579,167.54,food_delivery
8551,2586,2643,2025-07-26 22:16:01.604925,350.92,groceries
8552,4546,7785,2025-04-21 07:21:52.589041,526.36,groceries
8553,4678,9,2025-01-01 08:19:43.252212,481.96,wallet_topup
8554,1959,2158,2025-08-28 13:34:50.520665,468.48,groceries
8555,738,2040,2025-07-21 06:17:19.356327,322.64,electronics
8556,4578,6870,2025-06-20 07:44:10.281970,1288.44,ride_hailing
8557,2260,2856,2025-01-01 02:52:02.781246,865.23,ride_hailing
8558,1974,4071,2025-03-19 06:30:59.393347,829.54,electronics
8559,1309,4024,2025-01-04 02:41:42.585719,232.32,ride_hailing
8560,4752,7009,2025-03-30 04:53:50.184887,409.32,ride_hailing
8561,4907,7275,2025-05-25 04:11:59.812897,26.41,ride_hailing
8562,4260,3907,2025-08-05 16:10:46.540505,743.05,entertainment
8563,2714,7642,2025-04-09 22:10:15.426404,580.49,food_delivery
8564,4930,934,2025-04-13 04:37:39.326128,1357.4,wallet_topup
8565,1651,3549,2025-07-27 21:43:45.363323,674.25,entertainment
8566,3014,3980,2025-06-05 16:10:10.231004,146.93,bill_payment
8567,2726,5592,2025-02-15 04:50:36.106239,354.52,entertainment
8568,1750,104,2025-01-06 23:01:05.777301,319.88,ride_hailing
8569,112,1506,2025-07-11 07:13:38.386995,209.39,groceries
8570,3042,5444,2025-02-10 13:15:14.106470,590.27,food_delivery
8571,1161,2574,2025-06-06 13:10:45.557655,99.85,bill_payment
8572,3664,4662,2025-08-08 15:17:16.560669,188.93,groceries
8573,4051,2963,2025-02-08 17:59:45.840718,237.86,entertainment
8574,3853,5645,2025-04-24 02:22:17.613195,217.6,groceries
8575,2630,1226,2025-08-09 03:59:49.888800,395.0,food_delivery
8576,548,7451,2025-03-16 14:01:57.714847,238.97,electronics
8577,4452,3745,2025-04-25 10:45:09.460406,48.74,bill_payment
8578,3074,2479,2025-05-22 12:14:58.396251,470.68,electronics
8579,1610,3864,2025-08-21 23:12:55.830334,233.2,entertainment
8580,2513,1598,2025-03-26 08:26:32.070826,404.27,bill_payment
8581,1790,3016,2025-06-11 02:03:34.099462,305.32,wallet_topup
8582,1305,575,2025-04-29 15:29:36.909028,279.32,wallet_topup
8583,3918,5281,2025-02-24 12:00:24.637919,105.06,bill_payment
8584,1415,7240,2025-01-26 14:23:05.703629,232.49,wallet_topup
8585,3649,6763,2025-01-21 19:10:03.781991,910.23,bill_payment
8586,3224,1169,2025-07-11 22:20:46.341586,331.03,bill_payment
8587,739,3542,2025-01-26 14:29:40.083664,340.96,wallet_topup
8588,1390,7425,2025-04-27 02:21:10.166185,228.1,food_delivery
8589,4872,787,2025-05-16 12:34:43.811744,478.75,groceries
8590,522,4301,2025-03-14 07:05:51.667021,436.35,wallet_topup
8591,257,5001,2025-08-03 15:47:27.216358,174.03,entertainment
8592,2970,7487,2025-05-31 00:42:01.112757,627.16,food_delivery
8593,2751,5860,2025-02-20 03:29:29.372608,257.07,groceries
8594,2472,6052,2025-03-31 22:03:59.931096,563.25,food_delivery
8595,1623,1393,2025-03-19 03:51:41.675475,647.86,food_delivery
8596,492,6376,2025-04-22 22:55:52.103919,147.49,electronics
8597,3636,6280,2025-08-15 19:56:16.824143,340.67,wallet_topup
8598,2995,122,2025-03-02 04:33:55.258099,52.8,groceries
8599,15,5122,2025-03-12 22:47:49.734259,686.34,entertainment
8600,2990,4709,2025-01-13 00:37:32.914589,131.4,entertainment
8601,1990,6456,2025-04-21 23:09:50.580089,592.43,wallet_topup
8602,1020,5387,2025-04-10 15:15:14.863314,198.77,food_delivery
8603,3641,7496,2025-03-11 04:23:34.013801,753.03,groceries
8604,3987,5122,2025-04-05 06:27:45.753946,608.67,bill_payment
8605,2744,4938,2025-04-05 04:26:34.477541,552.97,electronics
8606,844,3265,2025-01-07 20:56:40.135548,521.95,wallet_topup
8607,3717,1666,2025-01-01 16:24:04.562251,136.58,groceries
8608,3809,3446,2025-01-28 07:44:47.220479,769.59,groceries
8609,1478,5412,2025-05-26 23:20:28.427529,79.98,food_delivery
8610,356,131,2025-04-14 17:29:17.901038,822.38,ride_hailing
8611,1289,3834,2025-07-02 01:19:20.173401,313.02,wallet_topup
8612,3112,1410,2025-06-30 21:43:34.194848,282.59,electronics
8613,2134,4816,2025-01-24 01:06:34.104498,217.54,groceries
8614,4355,1466,2025-01-21 07:32:19.327595,805.32,entertainment
8615,4902,1653,2025-08-25 05:07:42.606114,619.7,entertainment
8616,2526,3160,2025-01-09 16:36:41.641920,315.3,entertainment
8617,1466,4640,2025-02-08 23:18:55.319696,173.22,ride_hailing
8618,1291,2256,2025-01-03 02:30:02.873063,67.92,entertainment
8619,3932,1046,2025-04-10 09:42:57.084834,662.71,bill_payment
8620,4096,7125,2025-02-14 12:34:48.187535,313.7,ride_hailing
8621,200,1029,2025-06-26 11:36:39.061471,123.84,bill_payment
8622,1449,5229,2025-01-20 01:52:24.340217,263.33,ride_hailing
8623,4539,3517,2025-02-03 23:06:44.448728,345.74,electronics
8624,2142,2468,2025-03-03 03:12:51.870873,225.69,electronics
8625,1759,2552,2025-04-03 06:39:13.276895,254.12,ride_hailing
8626,586,614,2025-02-12 20:49:27.273924,628.68,electronics
8627,4889,68,2025-04-05 08:18:48.857172,1005.3,ride_hailing
8628,2557,7632,2025-06-09 07:15:35.896726,66.76,wallet_topup
8629,3338,4473,2025-02-12 01:37:15.536059,81.59,bill_payment
8630,4298,6633,2025-01-12 07:48:51.771194,65.72,bill_payment
8631,1289,624,2025-02-01 03:33:46.902880,1248.07,electronics
8632,2563,1041,2025-02-12 10:44:05.808435,185.63,entertainment
8633,3247,5890,2025-03-27 01:23:17.781814,846.97,food_delivery
8634,3929,5206,2025-03-12 14:31:14.802745,100.35,bill_payment
8635,1232,6490,2025-05-11 15:33:44.201258,1278.35,bill_payment
8636,768,4652,2025-05-29 09:43:23.313841,597.48,ride_hailing
8637,3183,892,2025-07-10 12:05:23.174201,566.91,entertainment
8638,4218,7453,2025-01-29 22:00:30.285117,484.51,ride_hailing
8639,1729,7834,2025-08-05 04:34:17.366540,258.09,electronics
8640,1856,3289,2025-05-30 19:28:59.936413,335.27,food_delivery
8641,3375,7693,2025-07-30 08:56:36.619436,181.38,entertainment
8642,2215,3222,2025-08-23 14:55:29.125324,136.98,electronics
8643,2963,615,2025-01-20 20:18:47.102129,534.71,wallet_topup
8644,511,7532,2025-03-31 01:14:06.643985,290.05,entertainment
8645,4098,274,2025-06-02 21:12:31.306694,463.68,bill_payment
8646,3874,3421,2025-06-24 20:32:49.773784,276.36,food_delivery
8647,2885,5003,2025-01-23 04:12:47.784007,60.31,food_delivery
8648,2951,66,2025-02-03 13:39:11.947998,210.84,bill_payment
8649,598,497,2025-06-21 05:58:36.058880,98.55,electronics
8650,3545,5314,2025-01-07 03:05:05.189670,1087.68,food_delivery
8651,467,891,2025-02-20 13:13:34.844669,384.53,electronics
8652,4154,5339,2025-07-03 13:57:32.636561,612.78,ride_hailing
8653,4643,5760,2025-08-07 09:52:27.797423,183.82,entertainment
8654,365,6292,2025-01-15 09:42:54.175119,692.94,wallet_topup
8655,2654,4253,2025-02-07 07:27:09.806521,395.22,entertainment
8656,1720,1526,2025-02-08 11:27:17.774913,227.46,wallet_topup
8657,2654,1395,2025-01-24 15:45:12.643456,176.86,entertainment
8658,4037,7033,2025-06-02 01:51:41.498009,96.05,entertainment
8659,582,6490,2025-04-16 18:24:13.655606,651.4,groceries
8660,1505,6375,2025-06-15 12:19:03.633336,110.85,ride_hailing
8661,3466,6254,2025-07-04 02:52:15.881213,523.39,bill_payment
8662,22,3203,2025-07-06 15:44:24.918212,234.94,electronics
8663,980,5765,2025-04-09 06:17:44.753660,109.73,entertainment
8664,1418,5045,2025-02-12 07:50:03.589644,417.2,electronics
8665,3542,110,2025-06-08 15:16:54.139596,407.32,food_delivery
8666,3581,6173,2025-08-12 13:59:59.561605,897.76,wallet_topup
8667,3491,7982,2025-08-29 06:30:52.985988,581.33,ride_hailing
8668,153,4718,2025-08-06 14:19:34.992202,338.21,ride_hailing
8669,3470,2846,2025-05-25 07:23:51.117253,688.39,electronics
8670,3362,2195,2025-05-28 21:40:16.305667,15.92,entertainment
8671,4632,3703,2025-03-29 13:37:34.416241,210.79,groceries
8672,2094,3317,2025-07-24 00:30:14.829299,835.85,groceries
8673,3391,724,2025-08-28 20:07:55.516456,634.49,wallet_topup
8674,1466,2502,2025-05-28 18:56:52.701587,245.17,food_delivery
8675,2477,7366,2025-02-21 05:51:48.308689,494.6,ride_hailing
8676,2488,2145,2025-08-03 21:06:07.486155,590.83,food_delivery
8677,1327,5730,2025-06-06 07:55:44.813747,1405.08,wallet_topup
8678,1156,1241,2025-03-07 22:49:41.874006,348.92,groceries
8679,2505,6470,2025-05-14 12:10:18.200325,905.79,food_delivery
8680,3608,4894,2025-04-15 05:55:29.587347,45.02,food_delivery
8681,479,7869,2025-04-11 14:20:35.075737,105.92,bill_payment
8682,2396,6025,2025-03-13 22:08:46.633419,512.39,ride_hailing
8683,2438,5774,2025-06-17 20:50:32.119180,246.12,food_delivery
8684,3686,326,2025-05-02 14:24:18.516493,305.16,groceries
8685,4644,2901,2025-08-02 10:36:26.287512,79.5,electronics
8686,3662,7298,2025-03-12 14:43:44.968238,506.32,food_delivery
8687,3264,5336,2025-01-07 00:45:48.831089,691.15,bill_payment
8688,253,7026,2025-06-02 10:29:53.998721,344.35,entertainment
8689,4715,4253,2025-04-16 06:40:33.086546,546.25,entertainment
8690,966,3601,2025-07-17 22:51:52.755701,73.54,ride_hailing
8691,765,1724,2025-02-11 17:59:53.338407,299.55,food_delivery
8692,4929,6857,2025-08-13 13:13:48.239566,1277.13,ride_hailing
8693,1083,6068,2025-07-02 07:08:05.540802,448.66,groceries
8694,3044,5264,2025-05-04 08:58:45.500229,79.17,bill_payment
8695,3003,2343,2025-01-01 04:41:00.680521,217.01,wallet_topup
8696,2539,3764,2025-01-21 19:38:04.899509,90.08,wallet_topup
8697,874,5486,2025-03-02 02:44:50.136763,626.08,groceries
8698,3528,1682,2025-06-27 23:09:31.681326,217.99,groceries
8699,1699,5714,2025-07-21 01:07:52.435192,267.79,food_delivery
8700,168,2030,2025-03-05 21:59:57.037806,354.32,bill_payment
8701,2186,3199,2025-02-07 02:16:08.757436,664.66,groceries
8702,721,4911,2025-07-04 00:28:56.552316,1055.58,food_delivery
8703,4969,1408,2025-05-09 05:51:50.993883,338.7,food_delivery
8704,1993,3815,2025-03-18 22:55:12.365642,763.72,bill_payment
8705,4755,4287,2025-02-20 08:40:43.230222,286.27,wallet_topup
8706,3062,6254,2025-03-14 17:12:25.266566,401.81,groceries
8707,2736,4208,2025-06-22 08:43:09.488735,298.45,ride_hailing
8708,4742,8083,2025-05-18 09:30:13.961244,273.44,bill_payment
8709,2220,5710,2025-07-13 06:22:10.872760,102.93,entertainment
8710,3291,7309,2025-05-02 05:09:20.571702,218.46,food_delivery
8711,1592,7660,2025-07-19 13:14:49.133881,386.62,food_delivery
8712,4193,2917,2025-08-20 00:54:53.313545,618.47,food_delivery
8713,4026,754,2025-07-29 21:38:52.837511,1103.41,bill_payment
8714,4568,7834,2025-04-23 18:09:19.900804,118.56,groceries
8715,1215,164,2025-01-23 22:37:17.156686,709.56,food_delivery
8716,3463,3688,2025-07-26 23:30:29.178767,202.55,groceries
8717,2448,6418,2025-01-17 18:29:49.326806,413.07,food_delivery
8718,1969,3404,2025-07-23 19:14:53.120789,202.18,entertainment
8719,4434,7936,2025-03-18 17:27:46.625684,221.22,food_delivery
8720,4592,864,2025-04-08 16:14:11.272972,208.2,food_delivery
8721,3434,4975,2025-03-03 18:02:06.471809,449.88,ride_hailing
8722,2730,1972,2025-04-16 04:18:29.484533,624.32,ride_hailing
8723,442,748,2025-07-15 17:08:32.866527,1491.55,wallet_topup
8724,2823,6543,2025-05-26 17:45:13.449958,566.33,ride_hailing
8725,4007,2519,2025-01-19 16:05:43.089892,342.87,groceries
8726,3517,7211,2025-06-23 14:25:58.473079,456.36,entertainment
8727,1147,2914,2025-01-18 05:01:56.780102,267.93,ride_hailing
8728,1924,5401,2025-04-08 02:36:10.239795,549.17,groceries
8729,982,4312,2025-06-04 08:09:57.634915,297.17,groceries
8730,1090,559,2025-01-11 14:18:52.867705,363.28,bill_payment
8731,1596,878,2025-04-07 14:34:47.010896,458.54,food_delivery
8732,803,3395,2025-01-29 19:00:32.141950,150.06,wallet_topup
8733,2186,6413,2025-01-06 20:29:25.294172,572.49,ride_hailing
8734,2344,78,2025-02-27 09:06:43.285415,442.25,ride_hailing
8735,3168,4417,2025-03-21 02:27:14.446176,347.95,electronics
8736,2520,7439,2025-06-15 11:55:46.680480,589.64,electronics
8737,68,7722,2025-07-18 14:44:54.636936,1018.46,ride_hailing
8738,4350,4585,2025-03-31 06:13:44.136654,734.9,entertainment
8739,2178,4488,2025-05-14 23:44:36.821265,488.29,groceries
8740,4548,344,2025-05-19 04:16:24.992518,273.18,groceries
8741,750,6163,2025-07-26 13:15:45.542280,872.56,ride_hailing
8742,1868,4030,2025-01-09 03:06:01.507565,295.2,bill_payment
8743,933,314,2025-05-29 08:08:01.988191,658.89,groceries
8744,3307,5845,2025-01-11 17:52:50.761456,1397.6,electronics
8745,2620,3569,2025-04-09 16:57:25.985760,179.63,bill_payment
8746,2793,154,2025-07-26 13:27:30.644027,84.7,electronics
8747,3392,1369,2025-06-05 08:08:34.518118,476.07,bill_payment
8748,81,4368,2025-03-20 18:37:20.946065,421.83,electronics
8749,2302,3563,2025-03-16 18:55:39.371019,244.73,electronics
8750,2888,4848,2025-01-18 10:24:20.991348,585.64,bill_payment
8751,825,1248,2025-01-07 20:16:48.808999,305.36,electronics
8752,2604,3059,2025-08-07 05:16:47.711112,251.52,groceries
8753,1208,1026,2025-05-01 02:31:03.820148,167.03,entertainment
8754,776,6764,2025-04-19 13:31:55.005584,526.23,entertainment
8755,1931,6810,2025-06-05 13:46:04.350442,161.03,ride_hailing
8756,2309,4191,2025-05-23 05:13:59.843246,184.31,bill_payment
8757,264,3769,2025-06-28 02:10:37.030309,410.38,bill_payment
8758,1436,6092,2025-05-11 11:46:04.318236,155.19,food_delivery
8759,202,5243,2025-03-27 04:06:38.909203,512.38,entertainment
8760,3687,1664,2025-07-08 23:35:58.557887,301.42,food_delivery
8761,2719,2091,2025-05-31 17:55:39.048998,182.35,electronics
8762,1438,1702,2025-08-22 14:01:30.026459,152.93,groceries
8763,4572,6925,2025-05-12 09:36:03.637517,384.75,wallet_topup
8764,1785,392,2025-07-02 17:40:12.079606,323.14,bill_payment
8765,1129,2131,2025-04-10 02:43:44.931328,477.97,electronics
8766,2891,5371,2025-02-11 04:52:10.298138,262.83,entertainment
8767,862,1900,2025-02-13 19:02:38.228833,151.55,electronics
8768,2289,4916,2025-03-19 02:21:17.729206,159.03,entertainment
8769,1485,7498,2025-03-07 03:31:12.656130,186.86,bill_payment
8770,3457,547,2025-03-13 02:14:10.096932,550.35,groceries
8771,769,7056,2025-08-11 11:35:20.751746,193.05,bill_payment
8772,118,1167,2025-02-27 05:12:57.862724,348.52,food_delivery
8773,3965,3132,2025-02-22 13:04:53.421359,129.13,groceries
8774,4297,7836,2025-01-18 07:49:08.535402,365.81,electronics
8775,4170,6622,2025-07-22 04:25:23.195470,704.79,groceries
8776,401,7321,2025-04-27 19:15:12.969749,714.47,food_delivery
8777,4840,2854,2025-06-27 19:00:25.446026,921.25,electronics
8778,2364,3061,2025-06-14 18:11:01.491704,54.53,ride_hailing
8779,1526,1562,2025-08-24 06:59:01.398631,225.94,bill_payment
8780,4288,4384,2025-01-03 05:35:48.445836,412.36,electronics
8781,3895,121,2025-02-06 00:56:56.296539,617.59,electronics
8782,4360,6414,2025-02-21 15:04:05.548339,183.64,entertainment
8783,1545,6499,2025-04-01 05:30:38.392865,141.2,food_delivery
8784,4030,1670,2025-08-11 01:36:32.087880,289.42,electronics
8785,2525,3024,2025-05-03 19:57:14.864281,465.86,entertainment
8786,149,1883,2025-02-13 20:40:39.844167,927.8,ride_hailing
8787,1305,4371,2025-03-26 18:44:52.958903,285.08,electronics
8788,2342,413,2025-02-26 18:24:51.930841,185.92,electronics
8789,3685,5865,2025-06-03 08:40:55.013685,407.31,food_delivery
8790,784,3832,2025-08-14 04:22:04.968252,413.93,entertainment
8791,705,1203,2025-06-28 21:14:15.255092,144.85,wallet_topup
8792,4741,681,2025-07-18 02:57:27.787203,242.4,entertainment
8793,4358,3860,2025-03-09 10:57:25.633228,420.49,wallet_topup
8794,3777,2309,2025-07-29 15:58:13.749206,207.33,entertainment
8795,182,3928,2025-02-16 04:22:32.769075,535.87,electronics
8796,481,3528,2025-07-03 08:17:29.511277,510.61,electronics
8797,4324,7064,2025-03-19 05:48:58.100001,122.35,wallet_topup
8798,2206,3134,2025-01-13 11:24:33.627908,575.27,ride_hailing
8799,4299,2881,2025-06-23 11:47:13.934320,230.59,groceries
8800,268,3065,2025-06-11 19:19:32.518784,555.75,entertainment
8801,3829,3170,2025-08-25 03:38:07.311674,288.43,food_delivery
8802,443,62,2025-05-01 21:26:28.619181,441.06,electronics
8803,2726,6808,2025-07-06 06:32:01.629374,420.6,food_delivery
8804,1761,1073,2025-05-19 05:57:57.705094,134.16,groceries
8805,1435,696,2025-06-05 09:29:01.943232,428.39,entertainment
8806,3813,2348,2025-06-24 12:58:29.560445,585.3,electronics
8807,3823,8159,2025-01-11 20:33:17.078580,603.07,groceries
8808,1448,7345,2025-02-23 23:38:03.762073,434.13,ride_hailing
8809,4381,7991,2025-01-13 22:48:56.880857,718.33,bill_payment
8810,1069,7005,2025-07-31 01:46:14.633808,162.09,food_delivery
8811,356,2435,2025-07-31 09:57:13.752405,818.48,ride_hailing
8812,3494,755,2025-02-26 09:37:00.745015,848.69,entertainment
8813,2179,3441,2025-07-24 16:12:36.192150,447.13,wallet_topup
8814,2975,615,2025-02-23 02:05:09.570571,478.43,entertainment
8815,1224,2921,2025-01-18 08:13:40.115078,133.96,wallet_topup
8816,4194,2476,2025-06-03 05:49:48.722220,351.23,entertainment
8817,4423,7074,2025-07-22 10:34:38.330766,623.67,entertainment
8818,4558,5120,2025-03-19 19:44:54.441612,576.5,wallet_topup
8819,1024,330,2025-02-17 00:19:12.414129,101.02,groceries
8820,2731,585,2025-04-07 06:21:38.405715,259.84,wallet_topup
8821,4406,4095,2025-03-23 08:51:08.808444,759.45,wallet_topup
8822,783,2948,2025-03-15 04:44:09.339952,151.85,entertainment
8823,2080,1046,2025-02-26 15:53:27.087301,241.39,bill_payment
8824,2776,5762,2025-05-29 18:32:21.327222,194.66,electronics
8825,2117,1274,2025-01-05 03:40:38.572887,371.73,groceries
8826,2877,7612,2025-03-09 11:40:58.921302,463.3,entertainment
8827,4579,4862,2025-07-20 17:15:53.331686,295.76,entertainment
8828,3556,7156,2025-06-01 19:09:37.132321,330.84,groceries
8829,3327,7543,2025-07-10 08:55:23.010867,228.86,groceries
8830,2840,4631,2025-05-09 20:41:35.654722,302.29,groceries
8831,297,5004,2025-03-20 21:31:08.684450,152.67,wallet_topup
8832,2020,2623,2025-06-26 16:40:09.013183,659.19,electronics
8833,2535,4518,2025-02-13 14:29:24.416715,397.8,ride_hailing
8834,1950,1670,2025-02-11 06:01:12.331787,343.12,electronics
8835,2577,6875,2025-07-18 23:23:43.337713,425.1,groceries
8836,982,2065,2025-01-18 14:13:29.673442,124.78,wallet_topup
8837,3085,6701,2025-08-21 18:28:53.744944,455.21,ride_hailing
8838,3223,1585,2025-04-24 19:16:40.641577,247.59,electronics
